NAME,LSAD,POPESTIMATE2010,POPESTIMATE2011,POPESTIMATE2012,POPESTIMATE2013,POPESTIMATE2014,POPESTIMATE2015,POPESTIMATE2016,POPESTIMATE2017,POPESTIMATE2018,POPESTIMATE2019
"Coosa County, AL",County or equivalent,11780,11486,11346,11254,11037,10934,10819,10724,10643,10663
"Tallapoosa County, AL",County or equivalent,41476,41402,41048,41028,40884,40605,40586,40613,40535,40367
"Alexandria, MN",Micropolitan Statistical Area,35989,36181,36292,36349,36576,36790,37154,37520,37960,38141
"Douglas County, MN",County or equivalent,35989,36181,36292,36349,36576,36790,37154,37520,37960,38141
"Alice, TX",Micropolitan Statistical Area,52618,53020,53233,53262,53013,52859,52612,52190,51903,51639
"Duval County, TX",County or equivalent,11724,11796,11582,11581,11509,11336,11431,11270,11147,11157
"Jim Wells County, TX",County or equivalent,40894,41224,41651,41681,41504,41523,41181,40920,40756,40482
"Alma, MI",Micropolitan Statistical Area,42432,42119,41973,41931,41467,41331,40955,40979,40602,40711
"Gratiot County, MI",County or equivalent,42432,42119,41973,41931,41467,41331,40955,40979,40602,40711
"Alpena, MI",Micropolitan Statistical Area,29510,29340,29166,28957,28882,28722,28663,28428,28384,28405
"Alpena County, MI",County or equivalent,29510,29340,29166,28957,28882,28722,28663,28428,28384,28405
"Altus, OK",Micropolitan Statistical Area,26485,26422,26226,26109,25822,25459,25440,25112,24775,24530
"Jackson County, OK",County or equivalent,26485,26422,26226,26109,25822,25459,25440,25112,24775,24530
"Americus, GA",Micropolitan Statistical Area,37704,37112,36606,36430,36350,35905,35576,35136,35026,34781
"Schley County, GA",County or equivalent,5020,5044,5024,5095,5189,5209,5173,5235,5230,5257
"Sumter County, GA",County or equivalent,32684,32068,31582,31335,31161,30696,30403,29901,29796,29524
"Amsterdam, NY",Micropolitan Statistical Area,50307,49911,49829,49743,49679,49564,49169,49163,49394,49221
"Montgomery County, NY",County or equivalent,50307,49911,49829,49743,49679,49564,49169,49163,49394,49221
"Andrews, TX",Micropolitan Statistical Area,14849,15386,16105,16779,17435,18072,17791,17603,18011,18705
"Andrews County, TX",County or equivalent,14849,15386,16105,16779,17435,18072,17791,17603,18011,18705
"Angola, IN",Micropolitan Statistical Area,34109,34068,34158,34371,34491,34469,34329,34384,34487,34594
"Steuben County, IN",County or equivalent,34109,34068,34158,34371,34491,34469,34329,34384,34487,34594
"Arcadia, FL",Micropolitan Statistical Area,34934,34845,35005,34905,35338,35648,36255,37241,37368,38001
"DeSoto County, FL",County or equivalent,34934,34845,35005,34905,35338,35648,36255,37241,37368,38001
"Ardmore, OK",Micropolitan Statistical Area,57225,57454,57595,58165,58323,58383,58447,58349,58369,58364
"Carter County, OK",County or equivalent,47813,48067,48023,48465,48582,48568,48431,48273,48213,48111
"Love County, OK",County or equivalent,9412,9387,9572,9700,9741,9815,10016,10076,10156,10253
"Arkadelphia, AR",Micropolitan Statistical Area,22925,22928,22755,22582,22557,22513,22602,22184,22313,22320
"Clark County, AR",County or equivalent,22925,22928,22755,22582,22557,22513,22602,22184,22313,22320
"Ashland, OH",Micropolitan Statistical Area,53321,53252,53239,53153,53161,53310,53520,53662,53706,53484
"Ashland County, OH",County or equivalent,53321,53252,53239,53153,53161,53310,53520,53662,53706,53484
"Ashtabula, OH",Micropolitan Statistical Area,101403,101085,100252,99746,99027,98404,98171,97748,97587,97241
"Ashtabula County, OH",County or equivalent,101403,101085,100252,99746,99027,98404,98171,97748,97587,97241
"Astoria, OR",Micropolitan Statistical Area,37088,37228,37415,37113,37449,37797,38678,39101,39711,40224
"Clatsop County, OR",County or equivalent,37088,37228,37415,37113,37449,37797,38678,39101,39711,40224
"Atchison, KS",Micropolitan Statistical Area,16855,16753,16774,16688,16523,16418,16376,16298,16173,16073
"Atchison County, KS",County or equivalent,16855,16753,16774,16688,16523,16418,16376,16298,16173,16073
"Athens, OH",Micropolitan Statistical Area,65173,65079,64610,64594,64783,65886,66352,66503,65519,65327
"Athens County, OH",County or equivalent,65173,65079,64610,64594,64783,65886,66352,66503,65519,65327
"Athens, TN",Micropolitan Statistical Area,52176,52335,52441,52431,52675,52502,52700,52931,53336,53794
"McMinn County, TN",County or equivalent,52176,52335,52441,52431,52675,52502,52700,52931,53336,53794
"Athens, TX",Micropolitan Statistical Area,78665,78837,78992,78669,79324,79492,80062,80954,82103,82737
"Henderson County, TX",County or equivalent,78665,78837,78992,78669,79324,79492,80062,80954,82103,82737
"Atmore, AL",Micropolitan Statistical Area,38345,38204,38023,37765,37735,37661,37475,36993,36524,36633
"Escambia County, AL",County or equivalent,38345,38204,38023,37765,37735,37661,37475,36993,36524,36633
"Auburn, IN",Micropolitan Statistical Area,42336,42494,42328,42369,42428,42496,42652,42806,43208,43475
"DeKalb County, IN",County or equivalent,42336,42494,42328,42369,42428,42496,42652,42806,43208,43475
"Auburn, NY",Micropolitan Statistical Area,79895,79693,79505,79088,78762,78298,77674,77457,77121,76576
"Cayuga County, NY",County or equivalent,79895,79693,79505,79088,78762,78298,77674,77457,77121,76576
"Augusta-Waterville, ME",Micropolitan Statistical Area,122076,121792,121591,121139,121233,121010,121497,121913,122044,122302
"Kennebec County, ME",County or equivalent,122076,121792,121591,121139,121233,121010,121497,121913,122044,122302
"Austin, MN",Micropolitan Statistical Area,39212,39351,39400,39330,39417,39492,39567,39773,40142,40062
"Mower County, MN",County or equivalent,39212,39351,39400,39330,39417,39492,39567,39773,40142,40062
"Bainbridge, GA",Micropolitan Statistical Area,27817,27651,27442,27391,27167,27049,26679,26706,26573,26404
"Decatur County, GA",County or equivalent,27817,27651,27442,27391,27167,27049,26679,26706,26573,26404
"Baraboo, WI",Micropolitan Statistical Area,62050,62236,62369,62782,62959,63271,63614,63967,64318,64442
"Sauk County, WI",County or equivalent,62050,62236,62369,62782,62959,63271,63614,63967,64318,64442
"Bardstown, KY",Micropolitan Statistical Area,43629,44062,44401,44540,44858,45114,45497,45591,45813,46233
"Nelson County, KY",County or equivalent,43629,44062,44401,44540,44858,45114,45497,45591,45813,46233
"Barre, VT",Micropolitan Statistical Area,59570,59591,59407,59218,58961,58652,58355,58253,58079,58409
"Washington County, VT",County or equivalent,59570,59591,59407,59218,58961,58652,58355,58253,58079,58409
"Bartlesville, OK",Micropolitan Statistical Area,51069,51362,51627,51646,51997,52091,52027,51996,51791,51527
"Washington County, OK",County or equivalent,51069,51362,51627,51646,51997,52091,52027,51996,51791,51527
"Batavia, NY",Micropolitan Statistical Area,59928,59880,59672,59112,58725,58462,58013,57798,57487,57280
"Genesee County, NY",County or equivalent,59928,59880,59672,59112,58725,58462,58013,57798,57487,57280
"Batesville, AR",Micropolitan Statistical Area,54059,54154,53987,53928,53900,53843,54124,54538,55058,55267
"Independence County, AR",County or equivalent,36809,36884,36953,36885,37080,37035,37117,37391,37768,37825
"Sharp County, AR",County or equivalent,17250,17270,17034,17043,16820,16808,17007,17147,17290,17442
"Bay City, TX",Micropolitan Statistical Area,36709,36681,36544,36500,36478,36766,37088,36805,36566,36643
"Matagorda County, TX",County or equivalent,36709,36681,36544,36500,36478,36766,37088,36805,36566,36643
"Beatrice, NE",Micropolitan Statistical Area,22269,21908,21654,21767,21557,21715,21625,21621,21495,21513
"Gage County, NE",County or equivalent,22269,21908,21654,21767,21557,21715,21625,21621,21495,21513
"Beaver Dam, WI",Micropolitan Statistical Area,88728,88389,88148,87933,88071,87816,87382,87705,87833,87839
"Dodge County, WI",County or equivalent,88728,88389,88148,87933,88071,87816,87382,87705,87833,87839
"Bedford, IN",Micropolitan Statistical Area,46102,46141,46116,45896,45651,45568,45578,45592,45630,45370
"Lawrence County, IN",County or equivalent,46102,46141,46116,45896,45651,45568,45578,45592,45630,45370
"Beeville, TX",Micropolitan Statistical Area,31864,32318,32480,32810,32841,32617,32812,32592,32467,32565
"Bee County, TX",County or equivalent,31864,32318,32480,32810,32841,32617,32812,32592,32467,32565
"Bellefontaine, OH",Micropolitan Statistical Area,45743,45623,45410,45393,45473,45250,45128,45198,45332,45672
"Logan County, OH",County or equivalent,45743,45623,45410,45393,45473,45250,45128,45198,45332,45672
"Bemidji, MN",Micropolitan Statistical Area,44572,45052,45147,45487,45636,45605,46008,46477,46735,47188
"Beltrami County, MN",County or equivalent,44572,45052,45147,45487,45636,45605,46008,46477,46735,47188
"Bennettsville, SC",Micropolitan Statistical Area,28917,28585,28259,28060,28037,27585,26979,26691,26392,26118
"Marlboro County, SC",County or equivalent,28917,28585,28259,28060,28037,27585,26979,26691,26392,26118
"Bennington, VT",Micropolitan Statistical Area,37078,36813,36610,36534,36167,36153,35911,35675,35520,35470
"Bennington County, VT",County or equivalent,37078,36813,36610,36534,36167,36153,35911,35675,35520,35470
"Berlin, NH",Micropolitan Statistical Area,32970,32507,31978,31949,32779,32343,31916,31396,31486,31563
"Coos County, NH",County or equivalent,32970,32507,31978,31949,32779,32343,31916,31396,31486,31563
"Big Rapids, MI",Micropolitan Statistical Area,42853,43455,43497,43260,43200,43005,43141,43258,43400,43453
"Mecosta County, MI",County or equivalent,42853,43455,43497,43260,43200,43005,43141,43258,43400,43453
"Big Spring, TX",Micropolitan Statistical Area,34993,34990,35495,36185,36542,37123,36214,35817,35925,36664
"Howard County, TX",County or equivalent,34993,34990,35495,36185,36542,37123,36214,35817,35925,36664
"Big Stone Gap, VA",Micropolitan Statistical Area,45584,45541,45033,44761,44027,43581,42999,42492,41847,41364
"Wise County, VA",County or equivalent,41572,41454,40909,40662,39892,39572,39027,38574,37875,37383
"Norton city, VA",County or equivalent,4012,4087,4124,4099,4135,4009,3972,3918,3972,3981
"Blackfoot, ID",Micropolitan Statistical Area,45765,45893,45510,45423,45214,45057,45315,45884,46129,46811
"Bingham County, ID",County or equivalent,45765,45893,45510,45423,45214,45057,45315,45884,46129,46811
"Bluefield, WV-VA",Micropolitan Statistical Area,114252,114063,113375,112601,111721,110570,109259,107526,106563,105633
"Bland County, VA",County or equivalent,6799,6773,6692,6673,6583,6532,6472,6354,6303,6280
"Tazewell County, VA",County or equivalent,45117,44730,44264,44017,43379,42905,42155,41303,41058,40595
"Mercer County, WV",County or equivalent,62336,62560,62419,61911,61759,61133,60632,59869,59202,58758
"Blytheville, AR",Micropolitan Statistical Area,46399,46031,45553,44695,44247,43729,42900,42112,41236,40651
"Mississippi County, AR",County or equivalent,46399,46031,45553,44695,44247,43729,42900,42112,41236,40651
"Bogalusa, LA",Micropolitan Statistical Area,47089,47127,46676,46407,46319,46358,46387,46649,46588,46194
"Washington Parish, LA",County or equivalent,47089,47127,46676,46407,46319,46358,46387,46649,46588,46194
"Bonham, TX",Micropolitan Statistical Area,33920,33878,33601,33510,33593,33502,33933,34550,35185,35514
"Fannin County, TX",County or equivalent,33920,33878,33601,33510,33593,33502,33933,34550,35185,35514
"Boone, NC",Micropolitan Statistical Area,50972,51626,52062,52295,52395,53093,54140,55181,56034,56177
"Watauga County, NC",County or equivalent,50972,51626,52062,52295,52395,53093,54140,55181,56034,56177
"Borger, TX",Micropolitan Statistical Area,22214,22024,22022,21921,21915,21793,21528,21343,21119,20938
"Hutchinson County, TX",County or equivalent,22214,22024,22022,21921,21915,21793,21528,21343,21119,20938
"Bozeman, MT",Micropolitan Statistical Area,89654,91375,92570,94798,97508,100882,104739,108576,111682,114434
"Gallatin County, MT",County or equivalent,89654,91375,92570,94798,97508,100882,104739,108576,111682,114434
"Bradford, PA",Micropolitan Statistical Area,43345,43138,43145,42808,42643,42400,41670,41362,40950,40625
"McKean County, PA",County or equivalent,43345,43138,43145,42808,42643,42400,41670,41362,40950,40625
"Brainerd, MN",Micropolitan Statistical Area,91261,91061,91219,91483,91660,91927,92759,93602,94305,94834
"Cass County, MN",County or equivalent,28652,28384,28409,28485,28556,28698,29030,29324,29511,29779
"Crow Wing County, MN",County or equivalent,62609,62677,62810,62998,63104,63229,63729,64278,64794,65055
"Branson, MO",Micropolitan Statistical Area,51902,52652,52901,53255,53810,54216,54608,55100,55719,55928
"Taney County, MO",County or equivalent,51902,52652,52901,53255,53810,54216,54608,55100,55719,55928
"Breckenridge, CO",Micropolitan Statistical Area,28073,28042,28298,28728,29317,30045,30552,30820,30817,31011
"Summit County, CO",County or equivalent,28073,28042,28298,28728,29317,30045,30552,30820,30817,31011
"Brenham, TX",Micropolitan Statistical Area,33708,33966,33930,34201,34403,34836,34740,34861,35496,35882
"Washington County, TX",County or equivalent,33708,33966,33930,34201,34403,34836,34740,34861,35496,35882
"Brevard, NC",Micropolitan Statistical Area,33085,32807,32835,32827,32952,33157,33393,33767,34173,34385
"Transylvania County, NC",County or equivalent,33085,32807,32835,32827,32952,33157,33393,33767,34173,34385
"Brookhaven, MS",Micropolitan Statistical Area,34896,34871,34846,34725,34733,34522,34375,34340,34210,34153
"Lincoln County, MS",County or equivalent,34896,34871,34846,34725,34733,34522,34375,34340,34210,34153
"Brookings, OR",Micropolitan Statistical Area,22378,22488,22257,22226,22141,22293,22607,22630,22795,22925
"Curry County, OR",County or equivalent,22378,22488,22257,22226,22141,22293,22607,22630,22795,22925
"Brookings, SD",Micropolitan Statistical Area,31999,32140,32768,33016,33250,33800,34301,34749,35077,35077
"Brookings County, SD",County or equivalent,31999,32140,32768,33016,33250,33800,34301,34749,35077,35077
"Brownsville, TN",Micropolitan Statistical Area,18812,18546,18276,18234,18235,18036,17822,17607,17347,17304
"Haywood County, TN",County or equivalent,18812,18546,18276,18234,18235,18036,17822,17607,17347,17304
"Brownwood, TX",Micropolitan Statistical Area,38076,38000,37808,37671,37553,37736,38039,37815,37820,37864
"Brown County, TX",County or equivalent,38076,38000,37808,37671,37553,37736,38039,37815,37820,37864
"Bucyrus-Galion, OH",Micropolitan Statistical Area,43754,43310,42776,42713,42407,42324,42095,41710,41484,41494
